period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2008,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,41,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,16707,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,11984,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,24946,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,5493,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,28033,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,3522,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,12477,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,2181,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,6798,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,10058,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,6691,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,21661,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,12774,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,7988,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,966,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,20552,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,3722,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,4484,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,5339,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,17690,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,2357,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,3522,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,12610,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,2188,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,12299,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,1624,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,4204,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,4682,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,2736,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,3493,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,714,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,6746,Billion Btu
2008,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,18437,Billion Btu
2008,REPRB,Renewable energy production,NV,Nevada,16536,Billion Btu
2008,REPRB,Renewable energy production,NM,New Mexico,22764,Billion Btu
2008,REPRB,Renewable energy production,NJ,New Jersey,22398,Billion Btu
2008,REPRB,Renewable energy production,NH,New Hampshire,29295,Billion Btu
2008,REPRB,Renewable energy production,NE,Nebraska,173420,Billion Btu
2008,REPRB,Renewable energy production,ND,North Dakota,39739,Billion Btu
2008,REPRB,Renewable energy production,SC,South Carolina,89306,Billion Btu
2008,REPRB,Renewable energy production,RI,Rhode Island,2913,Billion Btu
2008,REPRB,Renewable energy production,PA,Pennsylvania,96738,Billion Btu
2008,REPRB,Renewable energy production,US,United States,5084562,Billion Btu
2008,REPRB,Renewable energy production,TX,Texas,195709,Billion Btu
2008,REPRB,Renewable energy production,TN,Tennessee,98738,Billion Btu
2008,REPRB,Renewable energy production,SD,South Dakota,124231,Billion Btu
2008,REPRB,Renewable energy production,OR,Oregon,180012,Billion Btu
2008,REPRB,Renewable energy production,OK,Oklahoma,35640,Billion Btu
2008,REPRB,Renewable energy production,OH,Ohio,108120,Billion Btu
2008,REPRB,Renewable energy production,NY,New York,219108,Billion Btu
2008,REPRB,Renewable energy production,UT,Utah,7855,Billion Btu
2008,RETCB,Renewable energy total consumption,AK,Alaska,5577,Billion Btu
2008,RETCB,Renewable energy total consumption,AZ,Arizona,64824,Billion Btu
2008,RETCB,Renewable energy total consumption,DE,Delaware,5770,Billion Btu
2008,RETCB,Renewable energy total consumption,DC,District of Columbia,552,Billion Btu
2008,RETCB,Renewable energy total consumption,CT,Connecticut,32779,Billion Btu
2008,REPRB,Renewable energy production,WY,Wyoming,10120,Billion Btu
2008,RETCB,Renewable energy total consumption,CA,California,397932,Billion Btu
2008,REPRB,Renewable energy production,WA,Washington,358529,Billion Btu
2008,RETCB,Renewable energy total consumption,CO,Colorado,43086,Billion Btu
2008,REPRB,Renewable energy production,VT,Vermont,17337,Billion Btu
2008,REPRB,Renewable energy production,WV,West Virginia,18843,Billion Btu
2008,REPRB,Renewable energy production,WI,Wisconsin,164923,Billion Btu
2008,RETCB,Renewable energy total consumption,IA,Iowa,181596,Billion Btu
2008,RETCB,Renewable energy total consumption,HI,Hawaii,15622,Billion Btu
2008,RETCB,Renewable energy total consumption,AR,Arkansas,96285,Billion Btu
2008,REPRB,Renewable energy production,VA,Virginia,111389,Billion Btu
2008,RETCB,Renewable energy total consumption,AL,Alabama,198327,Billion Btu
2008,RETCB,Renewable energy total consumption,GA,Georgia,184537,Billion Btu
2008,RETCB,Renewable energy total consumption,FL,Florida,241209,Billion Btu
2008,REPRB,Renewable energy production,LA,Louisiana,102917,Billion Btu
2008,REPRB,Renewable energy production,KY,Kentucky,48672,Billion Btu
2008,REPRB,Renewable energy production,KS,Kansas,73864,Billion Btu
2008,RETCB,Renewable energy total consumption,TN,Tennessee,113354,Billion Btu
2008,RETCB,Renewable energy total consumption,SD,South Dakota,61804,Billion Btu
2008,RETCB,Renewable energy total consumption,SC,South Carolina,99635,Billion Btu
2008,REPRB,Renewable energy production,MT,Montana,54880,Billion Btu
2008,REPRB,Renewable energy production,MS,Mississippi,50044,Billion Btu
2008,REPRB,Renewable energy production,MO,Missouri,75450,Billion Btu
2008,REPRB,Renewable energy production,MN,Minnesota,186228,Billion Btu
2008,REPRB,Renewable energy production,MI,Michigan,136611,Billion Btu
2008,RETCB,Renewable energy total consumption,WA,Washington,374417,Billion Btu
2008,RETCB,Renewable energy total consumption,VT,Vermont,19132,Billion Btu
2008,RETCB,Renewable energy total consumption,WY,Wyoming,10894,Billion Btu
2008,RETCB,Renewable energy total consumption,WV,West Virginia,23022,Billion Btu
2008,RETCB,Renewable energy total consumption,WI,Wisconsin,146450,Billion Btu
2008,REPRB,Renewable energy production,NC,North Carolina,123468,Billion Btu
2008,RETCB,Renewable energy total consumption,MO,Missouri,69737,Billion Btu
2008,RETCB,Renewable energy total consumption,MN,Minnesota,146841,Billion Btu
2008,RETCB,Renewable energy total consumption,MI,Michigan,148718,Billion Btu
2008,REPRB,Renewable energy production,IN,Indiana,127415,Billion Btu
2008,REPRB,Renewable energy production,IL,Illinois,183743,Billion Btu
2008,REPRB,Renewable energy production,ID,Idaho,71339,Billion Btu
2008,REPRB,Renewable energy production,IA,Iowa,381752,Billion Btu
2008,REPRB,Renewable energy production,HI,Hawaii,12201,Billion Btu
2008,REPRB,Renewable energy production,GA,Georgia,160697,Billion Btu
2008,RETCB,Renewable energy total consumption,ME,Maine,157201,Billion Btu
2008,RETCB,Renewable energy total consumption,OK,Oklahoma,48202,Billion Btu
2008,RETCB,Renewable energy total consumption,OH,Ohio,113691,Billion Btu
2008,RETCB,Renewable energy total consumption,NY,New York,248382,Billion Btu
2008,RETCB,Renewable energy total consumption,NV,Nevada,23153,Billion Btu
2008,RETCB,Renewable energy total consumption,NM,New Mexico,24091,Billion Btu
2008,RETCB,Renewable energy total consumption,NJ,New Jersey,49654,Billion Btu
2008,REPRB,Renewable energy production,FL,Florida,193877,Billion Btu
2008,REPRB,Renewable energy production,DE,Delaware,2933,Billion Btu
2008,REPRB,Renewable energy production,DC,District of Columbia,52,Billion Btu
2008,REPRB,Renewable energy production,CT,Connecticut,22675,Billion Btu
2008,REPRB,Renewable energy production,CO,Colorado,45794,Billion Btu
2008,REPRB,Renewable energy production,CA,California,321700,Billion Btu
2008,REPRB,Renewable energy production,AZ,Arizona,49583,Billion Btu
2008,RETCB,Renewable energy total consumption,NH,New Hampshire,33042,Billion Btu
2008,RETCB,Renewable energy total consumption,NE,Nebraska,81198,Billion Btu
2008,RETCB,Renewable energy total consumption,ND,North Dakota,24528,Billion Btu
2008,RETCB,Renewable energy total consumption,NC,North Carolina,147617,Billion Btu
2008,RETCB,Renewable energy total consumption,MT,Montana,57181,Billion Btu
2008,RETCB,Renewable energy total consumption,MS,Mississippi,50436,Billion Btu
2008,REPRB,Renewable energy production,AR,Arkansas,94860,Billion Btu
2008,REPRB,Renewable energy production,AL,Alabama,194472,Billion Btu
2008,REPRB,Renewable energy production,AK,Alaska,5363,Billion Btu
2008,RETCB,Renewable energy total consumption,MD,Maryland,47433,Billion Btu
2008,RETCB,Renewable energy total consumption,MA,Massachusetts,53025,Billion Btu
2008,RETCB,Renewable energy total consumption,LA,Louisiana,107866,Billion Btu
2008,RETCB,Renewable energy total consumption,KY,Kentucky,59129,Billion Btu
2008,RETCB,Renewable energy total consumption,KS,Kansas,46821,Billion Btu
2008,RETCB,Renewable energy total consumption,IN,Indiana,94961,Billion Btu
2008,RETCB,Renewable energy total consumption,IL,Illinois,144679,Billion Btu
2008,RETCB,Renewable energy total consumption,ID,Idaho,70656,Billion Btu
2008,RETCB,Renewable energy total consumption,RI,Rhode Island,6254,Billion Btu
2008,RETCB,Renewable energy total consumption,PA,Pennsylvania,126094,Billion Btu
2008,RETCB,Renewable energy total consumption,OR,Oregon,184457,Billion Btu
2008,RETCB,Renewable energy total consumption,VA,Virginia,134348,Billion Btu
2008,RETCB,Renewable energy total consumption,UT,Utah,11695,Billion Btu
2008,RETCB,Renewable energy total consumption,US,United States,5067705,Billion Btu
2008,RETCB,Renewable energy total consumption,TX,Texas,239809,Billion Btu
2008,REPRB,Renewable energy production,ME,Maine,153013,Billion Btu
2008,REPRB,Renewable energy production,MD,Maryland,32102,Billion Btu
2007,REPRB,Renewable energy production,MA,Massachusetts,33035,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,3219,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,15816,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,10800,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,3906,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,7098,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,6007,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,5987,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,1954,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,8290,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,11208,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,8995,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,36,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,3172,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,954,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,27785,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,842,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,18355,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,2077,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,4890,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,8038,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,2990,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,6049,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,25016,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,11409,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,1914,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,11022,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,6791,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,3749,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,16432,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,9177,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,19337,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,50565,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,4618,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,634,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,14794,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,1608,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,4526,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,3147,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,664,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,15771,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,US,United States,495431,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,11077,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,3323,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,29890,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,4004,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,22192,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,2434,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,4157,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,11279,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,CA,California,41341,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,1323,Billion Btu
2007,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,4770,Billion Btu
2007,REPRB,Renewable energy production,NV,Nevada,16231,Billion Btu
2007,REPRB,Renewable energy production,NM,New Mexico,22012,Billion Btu
2007,REPRB,Renewable energy production,NJ,New Jersey,20010,Billion Btu
2007,REPRB,Renewable energy production,NH,New Hampshire,26615,Billion Btu
2007,REPRB,Renewable energy production,NE,Nebraska,126304,Billion Btu
2007,REPRB,Renewable energy production,ND,North Dakota,31526,Billion Btu
2007,RETCB,Renewable energy total consumption,DC,District of Columbia,733,Billion Btu
2007,RETCB,Renewable energy total consumption,US,United States,4594859,Billion Btu
2007,REPRB,Renewable energy production,SC,South Carolina,88885,Billion Btu
2007,REPRB,Renewable energy production,RI,Rhode Island,2731,Billion Btu
2007,REPRB,Renewable energy production,PA,Pennsylvania,88952,Billion Btu
2007,REPRB,Renewable energy production,US,United States,4582117,Billion Btu
2007,REPRB,Renewable energy production,TX,Texas,128425,Billion Btu
2007,REPRB,Renewable energy production,TN,Tennessee,84137,Billion Btu
2007,REPRB,Renewable energy production,SD,South Dakota,95833,Billion Btu
2007,REPRB,Renewable energy production,OR,Oregon,171426,Billion Btu
2007,REPRB,Renewable energy production,OK,Oklahoma,42494,Billion Btu
2007,REPRB,Renewable energy production,OH,Ohio,59329,Billion Btu
2007,REPRB,Renewable energy production,NY,New York,194800,Billion Btu
2007,REPRB,Renewable energy production,UT,Utah,6481,Billion Btu
2007,RETCB,Renewable energy total consumption,AK,Alaska,5923,Billion Btu
2007,RETCB,Renewable energy total consumption,AZ,Arizona,54867,Billion Btu
2007,RETCB,Renewable energy total consumption,DE,Delaware,4954,Billion Btu
2007,RETCB,Renewable energy total consumption,CT,Connecticut,33792,Billion Btu
2007,REPRB,Renewable energy production,WI,Wisconsin,139500,Billion Btu
2007,REPRB,Renewable energy production,WY,Wyoming,8715,Billion Btu
2007,RETCB,Renewable energy total consumption,CA,California,403525,Billion Btu
2007,REPRB,Renewable energy production,WA,Washington,358884,Billion Btu
2007,RETCB,Renewable energy total consumption,CO,Colorado,31003,Billion Btu
2007,REPRB,Renewable energy production,VT,Vermont,14394,Billion Btu
2007,REPRB,Renewable energy production,WV,West Virginia,16821,Billion Btu
2007,RETCB,Renewable energy total consumption,IA,Iowa,152781,Billion Btu
2007,RETCB,Renewable energy total consumption,AR,Arkansas,100818,Billion Btu
2007,REPRB,Renewable energy production,VA,Virginia,109715,Billion Btu
2007,RETCB,Renewable energy total consumption,AL,Alabama,202722,Billion Btu
2007,RETCB,Renewable energy total consumption,HI,Hawaii,13317,Billion Btu
2007,RETCB,Renewable energy total consumption,GA,Georgia,191376,Billion Btu
2007,RETCB,Renewable energy total consumption,FL,Florida,198908,Billion Btu
2007,REPRB,Renewable energy production,LA,Louisiana,145147,Billion Btu
2007,REPRB,Renewable energy production,KY,Kentucky,45452,Billion Btu
2007,REPRB,Renewable energy production,KS,Kansas,42163,Billion Btu
2007,RETCB,Renewable energy total consumption,TN,Tennessee,94661,Billion Btu
2007,RETCB,Renewable energy total consumption,SD,South Dakota,49723,Billion Btu
2007,REPRB,Renewable energy production,MT,Montana,53921,Billion Btu
2007,REPRB,Renewable energy production,MS,Mississippi,66060,Billion Btu
2007,REPRB,Renewable energy production,MO,Missouri,57634,Billion Btu
2007,REPRB,Renewable energy production,MN,Minnesota,163737,Billion Btu
2007,REPRB,Renewable energy production,MI,Michigan,124816,Billion Btu
2007,RETCB,Renewable energy total consumption,WA,Washington,368526,Billion Btu
2007,RETCB,Renewable energy total consumption,VT,Vermont,14767,Billion Btu
2007,RETCB,Renewable energy total consumption,WY,Wyoming,9356,Billion Btu
2007,RETCB,Renewable energy total consumption,WV,West Virginia,17670,Billion Btu
2007,RETCB,Renewable energy total consumption,WI,Wisconsin,131522,Billion Btu
2007,REPRB,Renewable energy production,NC,North Carolina,93807,Billion Btu
2007,RETCB,Renewable energy total consumption,MO,Missouri,54381,Billion Btu
2007,RETCB,Renewable energy total consumption,MN,Minnesota,131914,Billion Btu
2007,REPRB,Renewable energy production,IN,Indiana,69522,Billion Btu
2007,REPRB,Renewable energy production,IL,Illinois,163268,Billion Btu
2007,REPRB,Renewable energy production,ID,Idaho,66117,Billion Btu
2007,REPRB,Renewable energy production,IA,Iowa,318499,Billion Btu
2007,REPRB,Renewable energy production,HI,Hawaii,11350,Billion Btu
2007,REPRB,Renewable energy production,GA,Georgia,186860,Billion Btu
2007,RETCB,Renewable energy total consumption,MI,Michigan,132445,Billion Btu
2007,RETCB,Renewable energy total consumption,ME,Maine,131678,Billion Btu
2007,RETCB,Renewable energy total consumption,OK,Oklahoma,50786,Billion Btu
2007,RETCB,Renewable energy total consumption,OH,Ohio,81539,Billion Btu
2007,RETCB,Renewable energy total consumption,NY,New York,223449,Billion Btu
2007,RETCB,Renewable energy total consumption,NV,Nevada,20651,Billion Btu
2007,RETCB,Renewable energy total consumption,NM,New Mexico,21251,Billion Btu
2007,RETCB,Renewable energy total consumption,NJ,New Jersey,52226,Billion Btu
2007,REPRB,Renewable energy production,FL,Florida,190783,Billion Btu
2007,REPRB,Renewable energy production,DE,Delaware,1511,Billion Btu
2007,REPRB,Renewable energy production,DC,District of Columbia,46,Billion Btu
2007,REPRB,Renewable energy production,CT,Connecticut,21650,Billion Btu
2007,REPRB,Renewable energy production,CO,Colorado,34532,Billion Btu
2007,REPRB,Renewable energy production,CA,California,328196,Billion Btu
2007,REPRB,Renewable energy production,AZ,Arizona,40436,Billion Btu
2007,RETCB,Renewable energy total consumption,NH,New Hampshire,30245,Billion Btu
2007,RETCB,Renewable energy total consumption,NE,Nebraska,60567,Billion Btu
2007,RETCB,Renewable energy total consumption,ND,North Dakota,19887,Billion Btu
2007,RETCB,Renewable energy total consumption,NC,North Carolina,98099,Billion Btu
2007,RETCB,Renewable energy total consumption,MT,Montana,55764,Billion Btu
2007,RETCB,Renewable energy total consumption,MS,Mississippi,64570,Billion Btu
2007,REPRB,Renewable energy production,AR,Arkansas,100787,Billion Btu
2007,REPRB,Renewable energy production,AL,Alabama,201934,Billion Btu
2007,RETCB,Renewable energy total consumption,MD,Maryland,47438,Billion Btu
2007,RETCB,Renewable energy total consumption,MA,Massachusetts,54415,Billion Btu
2007,RETCB,Renewable energy total consumption,LA,Louisiana,146627,Billion Btu
2007,RETCB,Renewable energy total consumption,KY,Kentucky,55020,Billion Btu
2007,RETCB,Renewable energy total consumption,KS,Kansas,28654,Billion Btu
2007,RETCB,Renewable energy total consumption,IN,Indiana,64690,Billion Btu
2007,REPRB,Renewable energy production,AK,Alaska,5674,Billion Btu
2007,RETCB,Renewable energy total consumption,IL,Illinois,125593,Billion Btu
2007,RETCB,Renewable energy total consumption,ID,Idaho,67907,Billion Btu
2007,RETCB,Renewable energy total consumption,SC,South Carolina,87814,Billion Btu
2007,RETCB,Renewable energy total consumption,RI,Rhode Island,6349,Billion Btu
2007,RETCB,Renewable energy total consumption,PA,Pennsylvania,104390,Billion Btu
2007,RETCB,Renewable energy total consumption,OR,Oregon,176655,Billion Btu
2007,RETCB,Renewable energy total consumption,VA,Virginia,127713,Billion Btu
2007,RETCB,Renewable energy total consumption,UT,Utah,9680,Billion Btu
2007,RETCB,Renewable energy total consumption,TX,Texas,181517,Billion Btu
2007,REPRB,Renewable energy production,ME,Maine,130786,Billion Btu
2007,REPRB,Renewable energy production,MD,Maryland,30176,Billion Btu
2006,RETCB,Renewable energy total consumption,OR,Oregon,185689,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,19972,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,US,United States,449651,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,7274,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,7368,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,13213,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,2850,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,2187,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,5445,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,1834,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,2846,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,6150,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,577,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,6413,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,33,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,4073,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,5417,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,2719,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,1494,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,14270,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,866,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,9916,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,5476,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,4399,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,3380,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,730,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,28727,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,10220,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,24912,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,3615,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,3004,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,10109,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,3729,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,9940,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,1732,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,4179,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,8163,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,1768,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,572,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,3530,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,14204,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,9915,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,1184,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,4314,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,10313,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,CA,California,38204,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,16591,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,22603,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,8303,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,45723,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,17466,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,2929,Billion Btu
2006,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,14802,Billion Btu
2006,REPRB,Renewable energy production,NE,Nebraska,95559,Billion Btu
2006,RETCB,Renewable energy total consumption,MO,Missouri,42248,Billion Btu
2006,RETCB,Renewable energy total consumption,MN,Minnesota,112712,Billion Btu
2006,RETCB,Renewable energy total consumption,NJ,New Jersey,47140,Billion Btu
2006,RETCB,Renewable energy total consumption,NH,New Hampshire,26072,Billion Btu
2006,REPRB,Renewable energy production,OH,Ohio,51581,Billion Btu
2006,REPRB,Renewable energy production,ID,Idaho,72248,Billion Btu
2006,REPRB,Renewable energy production,PA,Pennsylvania,86766,Billion Btu
2006,REPRB,Renewable energy production,CT,Connecticut,22154,Billion Btu
2006,REPRB,Renewable energy production,NV,Nevada,16195,Billion Btu
